Province/Regency/City,Year,Population,Luas wilayah (km2)[2],Gini,HDI,GDP
KOTA SERANG,2021,704391.6,266.71,0.34,72.44,33503984.71
KOTA TANGERANG SELATAN,2021,1365361.8,147.19,0.37,81.6,88065801.67
BALI,2021,4362700.0,5590.21,0.378,75.69,
JEMBRANA,2021,321900.0,849.13,0.317,72.75,13510634.96
TABANAN,2021,465300.0,849.31,0.311,76.45,22021142.15
BADUNG,2021,549300.0,398.75,0.332,81.83,44882080.18
GIANYAR,2021,519500.0,364.36,0.333,77.7,25788227.04
KLUNGKUNG,2021,210100.0,313.96,0.346,71.75,8534432.93
BANGLI,2021,262500.0,526.76,0.285,69.37,6825455.95
KARANGASEM,2021,500800.0,839.32,0.318,67.36,16506624.87
BULELENG,2021,806600.0,1322.75,0.282,72.56,33363288.29
KOTA DENPASAR,2021,726600.0,125.87,0.375,84.03,49687176.87
NUSA TENGGARA BARAT,2021,5387148.0,18598.82,0.381,68.65,
LOMBOK BARAT,2021,730360.0,923.06,0.389,68.61,15407346.12
LOMBOK TENGAH,2021,1049364.0,1095.03,0.338,66.72,17686597.23
LOMBOK TIMUR,2021,1344733.0,1230.76,0.28,66.66,21053632.77
SUMBAWA,2021,515211.0,6643.98,0.412,68.01,15011023.46
DOMPU,2021,239605.0,2391.54,0.36,68.45,7339065.88
BIMA,2021,519859.0,3405.63,0.381,66.66,11857261.13
SUMBAWA BARAT,2021,147736.0,1849.02,0.397,71.85,23764531.63
LOMBOK UTARA,2021,250369.0,776.25,0.317,64.77,4715399.02
KOTA MATARAM,2021,433073.0,61.3,0.429,79.14,19696503.08
KOTA BIMA,2021,156838.0,222.25,0.413,76.11,4300753.56
NUSA TENGGARA TIMUR,2021,5387738.0,47426.43,0.346,65.28,
SUMBA BARAT,2021,148252.0,737.42,0.346,63.83,2416823.98
SUMBA TIMUR,2021,246618.0,7000.5,0.346,65.74,6403409.51
KUPANG,2021,372101.0,5434.76,0.346,64.41,7986115.34
TIMOR TENGAH SELATAN,2021,457406.0,3947.0,0.346,62.16,8243252.17
TIMOR TENGAH UTARA,2021,262698.0,2669.7,0.346,63.69,4222698.47
BELU,2021,220764.0,1284.97,0.346,62.77,4699016.88
ALOR,2021,213994.0,2864.6,0.346,61.37,3166850.46
LEMBATA,2021,137631.0,1266.0,0.346,64.75,1912757.0
FLORES TIMUR,2021,281001.0,1813.2,0.346,64.22,5380269.41
SIKKA,2021,324252.0,1731.9,0.346,65.41,5317677.89
ENDE,2021,272078.0,2046.5,0.346,67.3,6314656.6
NGADA,2021,167396.0,1645.88,0.346,67.88,3578328.53
MANGGARAI,2021,315041.0,2096.44,0.346,65.01,4762395.77
ROTE NDAO,2021,145972.0,1280.0,0.346,62.6,3279565.33
MANGGARAI BARAT,2021,259566.0,2397.03,0.346,64.17,3611635.58
SUMBA TENGAH,2021,87630.0,1868.74,0.346,61.8,1230398.45
SUMBA BARAT DAYA,2021,305689.0,1480.46,0.346,62.29,3887066.39
NAGEKEO,2021,162463.0,1416.96,0.346,65.82,2346339.22
MANGGARAI TIMUR,2021,277914.0,2642.93,0.346,61.37,3412906.17
SABU RAIJUA,2021,90837.0,460.54,0.346,57.03,1448629.29
MALAKA,2021,185809.0,1160.63,0.346,60.42,2929898.08
KOTA KUPANG,2021,452626.0,180.27,0.346,79.74,24410337.33
KALIMANTAN BARAT,2021,5470797.0,149932.06,0.313,67.9,
SAMBAS,2021,637811.0,6394.7,0.266,67.1,22293194.08
BENGKAYANG,2021,290943.0,5396.3,0.263,68.04,9318527.82
LANDAK,2021,401103.0,8831.0,0.31,66.21,11614172.69
MEMPAWAH,2021,305673.0,2797.88,0.283,66.03,9084515.84
SANGGAU,2021,488527.0,12857.7,0.33,66.2,21678774.37
KETAPANG,2021,579927.0,31588.0,0.261,67.43,30911315.92
SINTANG,2021,423674.0,21638.0,0.248,66.93,15749078.86
KAPUAS HULU,2021,253740.0,29842.03,0.278,65.75,11071935.29
SEKADAU,2021,212878.0,6263.07,0.28,64.93,7132689.94
MELAWI,2021,231242.0,10640.8,0.3,65.87,5626604.42
KAYONG UTARA,2021,128550.0,4568.26,0.294,62.9,4533991.24
KUBU RAYA,2021,615125.0,8492.0,0.297,68.16,31231417.06
KOTA PONTIANAK,2021,663713.0,118.32,0.337,79.93,40200359.04
KOTA SINGKAWANG,2021,237891.0,504.0,0.319,72.11,10877846.7
KALIMANTAN TENGAH,2021,2702170.0,96612.5,0.323,71.25,
KOTAWARINGIN BARAT,2021,272531.0,10759.0,0.317,73.07,23708753.57
KOTAWARINGIN TIMUR,2021,432283.0,16796.0,0.325,71.38,29678169.54
KAPUAS,2021,416181.0,14999.0,0.312,69.63,18695936.39
BARITO SELATAN,2021,131606.0,883.0,0.286,70.54,6681133.27
BARITO UTARA,2021,157231.0,83.0,0.308,70.79,10565226.0
SUKAMARA,2021,64941.0,3827.0,0.29,68.27,4943668.71
LAMANDAU,2021,100535.0,6414.0,0.321,70.58,6566594.46
SERUYAN,2021,164378.0,16404.0,0.262,67.67,9890066.35
KATINGAN,2021,163099.0,175.0,0.23,68.89,9040860.54
PULANG PISAU,2021,135336.0,8997.0,0.262,68.53,5969695.94
GUNUNG MAS,2021,138407.0,10805.0,0.278,71.03,7173231.74
BARITO TIMUR,2021,114243.0,3834.0,0.297,71.47,7949947.24
MURUNG RAYA,2021,112445.0,237.0,0.308,68.12,8917593.23
KOTA PALANGKA RAYA,2021,298954.0,2399.5,0.362,80.82,19649166.94
KALIMANTAN SELATAN,2021,4122576.0,38744.23,0.33,71.28,
TANAH LAUT,2021,354340.0,3631.35,0.232,69.87,15326244.74
KOTABARU,2021,329483.0,9482.73,0.306,69.13,
BANJAR,2021,572109.0,4668.0,0.344,69.89,17934282.46
BARITO KUALA,2021,316963.0,2996.46,0.284,66.64,9174921.47
TAPIN,2021,191801.0,2700.82,0.289,70.31,9387409.72
HULU SUNGAI SELATAN,2021,229960.0,1804.94,0.275,69.21,7125712.36
HULU SUNGAI TENGAH,2021,260754.0,1472.0,0.331,69.05,7394016.1
HULU SUNGAI UTARA,2021,228831.0,892.7,0.378,66.12,5253448.85
TABALONG,2021,256903.0,3766.97,0.288,72.6,19934957.43
TANAH BUMBU,2021,328146.0,5006.96,0.281,71.0,22387305.27
BALANGAN,2021,132213.0,1878.3,0.277,69.11,12201610.56
KOTA BANJARMASIN,2021,662320.0,72.0,0.35,77.57,34596065.0
KOTA BANJAR BARU,2021,258753.0,371.0,0.361,79.26,10003080.05
KALIMANTAN TIMUR,2021,3808235.0,148137.31,0.334,76.88,
PASER,2021,277602.0,7730.88,0.288,72.93,53887948.57
KUTAI BARAT,2021,173982.0,20384.6,0.317,72.07,32093136.01
KUTAI KARTANEGARA,2021,733626.0,27263.1,0.283,74.06,177416584.2
KUTAI TIMUR,2021,449161.0,35747.5,0.328,73.81,136617573.3
BERAU,2021,252648.0,36962.37,0.377,75.2,43036483.47
PENAJAM PASER UTARA,2021,180657.0,3333.06,0.263,72.01,10089643.12
MAHAKAM ULU,2021,32969.0,15315.0,0.27,67.95,2972865.58
KOTA BALIKPAPAN,2021,695287.0,533.0,0.325,80.71,111382197.7
KOTA SAMARINDA,2021,831460.0,718.0,0.322,80.76,71170547.8
KOTA BONTANG,2021,180843.0,149.8,0.34,80.59,57949626.32
KALIMANTAN UTARA,2021,713600.0,75467.7,0.292,71.19,
MALINAU,2021,83800.0,42620.7,0.304,72.32,12858768.65
BULUNGAN,2021,154500.0,13925.72,0.338,71.8,20341959.1
TANA TIDUNG,2021,26400.0,4828.58,0.312,67.76,6673092.18
NUNUKAN,2021,203200.0,13841.9,0.261,66.46,29779871.6
KOTA TARAKAN,2021,245700.0,250.8,0.261,76.23,41858398.34
SULAWESI UTARA,2021,2638631.0,17441.05,0.365,73.3,
BOLAANG MONGONDOW,2021,250478.0,5397.69,0.36,68.16,8970178.47
MINAHASA,2021,348673.0,1025.85,0.387,75.73,18643140.67
KEPULAUAN SANGIHE,2021,139684.0,736.98,0.34,71.07,4791110.18
KEPULAUAN TALAUD,2021,94983.0,1251.02,0.328,69.83,2421876.51
MINAHASA SELATAN,2021,238746.0,1456.46,0.366,72.32,9581826.32
MINAHASA UTARA,2021,226915.0,1059.24,0.363,74.11,15699365.59
BOLAANG MONGONDOW UTARA,2021,83743.0,1856.86,0.328,67.39,2727972.97
SIAU TAGULANDANG BIARO,2021,72135.0,275.96,0.344,68.05,2626950.56
MINAHASA TENGGARA,2021,117079.0,730.63,0.357,71.06,5623625.04
BOLAANG MONGONDOW SELATAN,2021,70529.0,1932.6,0.329,65.42,2296392.54
BOLAANG MONGONDOW TIMUR,2021,89981.0,910.18,0.37,66.55,3246497.2
KOTA MANADO,2021,453182.0,162.53,0.346,79.2,39531000.8
KOTA BITUNG,2021,227177.0,313.51,0.324,74.2,18677629.81
KOTA TOMOHON,2021,100853.0,147.21,0.354,76.86,4586612.44
KOTA KOTAMOBAGU,2021,124473.0,184.33,0.346,73.47,4032377.5
SULAWESI TENGAH,2021,3021880.0,66418.8,0.316,69.79,
BANGGAI KEPULAUAN,2021,121680.0,2488.79,0.279,65.61,4130115.22
BANGGAI,2021,366220.0,9672.7,0.277,70.6,30845705.5
MOROWALI,2021,167910.0,5472.0,0.297,72.29,98916807.42
POSO,2021,248350.0,7112.25,0.27,71.45,9932090.61
DONGGALA,2021,302970.0,5275.69,0.261,65.72,12558316.49
TOLI-TOLI,2021,226800.0,4079.77,0.349,66.3,8901213.79
BUOL,2021,146630.0,4043.57,0.321,68.25,6133097.36
PARIGI MOUTONG,2021,443170.0,6231.85,0.287,65.82,18438952.1
TOJO UNA-UNA,2021,166340.0,5721.15,0.247,64.74,5938990.44
SIGI,2021,261680.0,5196.02,0.291,68.49,9729697.88
BANGGAI LAUT,2021,70870.0,725.67,0.251,65.65,2525763.43
MOROWALI UTARA,2021,122240.0,10004.28,0.301,68.48,13102645.27
KOTA PALU,2021,377030.0,395.06,0.308,81.7,26170654.93
SULAWESI SELATAN,2021,9139531.0,45119.16,0.382,72.24,
KEPULAUAN SELAYAR,2021,137974.0,1357.03,0.354,67.76,6835395.93
BULUKUMBA,2021,440090.0,1154.58,0.362,69.62,15868864.34
BANTAENG,2021,197886.0,395.83,0.332,68.99,10081398.85
JENEPONTO,2021,405508.0,749.79,0.353,64.56,11053253.56
TAKALAR,2021,302695.0,566.51,0.368,67.72,11126106.9
GOWA,2021,773315.0,1883.33,0.358,70.29,23536837.73
SINJAI,2021,261366.0,819.96,0.384,67.75,12297080.12
MAROS,2021,396924.0,1619.12,0.365,70.41,19005611.47
PANGKAJENE DAN KEPULAUAN,2021,348230.0,898.29,0.363,69.21,27574738.39
BARRU,2021,185525.0,1174.72,0.359,71.13,8057257.24
BONE,2021,806750.0,4559.0,0.383,66.4,39369964.17
SOPPENG,2021,235574.0,1500.0,0.406,68.99,12426781.61
WAJO,2021,379396.0,2506.19,0.361,69.62,22319744.48
SIDENRENG RAPPANG,2021,323194.0,1102.1,0.358,71.54,15250127.36
PINRANG,2021,407371.0,1961.77,0.367,71.45,21758576.93
ENREKANG,2021,227520.0,1786.01,0.362,72.91,8204106.07
LUWU,2021,367454.0,2909.08,0.375,70.85,17839990.46
TANA TORAJA,2021,285179.0,2054.3,0.378,69.49,8087091.55
LUWU UTARA,2021,325052.0,7502.58,0.341,70.02,14408381.08
LUWU TIMUR,2021,300511.0,6944.88,0.396,73.34,23614515.03
TORAJA UTARA,2021,264145.0,1151.47,0.372,69.75,10344298.97
KOTA MAKASAR,2021,1427619.0,175.77,0.4,82.66,190318065.3
KOTA PAREPARE,2021,152922.0,99.33,0.381,78.21,7826238.24
KOTA PALOPO,2021,187331.0,247.52,0.358,78.38,8714311.89
SULAWESI TENGGARA,2021,2659940.0,39439.18,0.39,71.66,
BUTON,2021,116600.0,1648.04,0.337,66.32,4036294.35
MUNA,2021,218060.0,2057.69,0.331,69.17,7365510.8
KONAWE,2021,260290.0,6087.68,0.33,71.48,11542294.53
KOLAKA,2021,240100.0,3283.59,0.383,73.56,27532648.08
KONAWE SELATAN,2021,312920.0,4237.74,0.366,68.58,12654684.64
BOMBANA,2021,152860.0,3316.16,0.361,66.25,6913334.35
WAKATOBI,2021,112760.0,473.62,0.335,69.87,4708750.5
KOLAKA UTARA,2021,139890.0,3392.0,0.356,69.5,9188014.05
BUTON UTARA,2021,67200.0,1923.03,0.37,68.08,3420716.92
KONAWE UTARA,2021,69100.0,5101.76,0.399,70.23,4262560.98
KOLAKA TIMUR,2021,122170.0,3992.53,0.32,67.76,4834045.14
KONAWE KEPULAUAN,2021,37610.0,867.58,0.324,65.73,1467816.51
MUNA BARAT,2021,85900.0,1022.89,0.332,65.48,2789510.16
BUTON TENGAH,2021,115800.0,958.0,0.314,64.55,2536097.61
BUTON SELATAN,2021,96320.0,510.0,0.324,64.99,2993971.15
KOTA KENDARI,2021,351060.0,271.8,0.362,84.15,23689814.51
KOTA BAUBAU,2021,161280.0,295.07,0.443,76.26,9627567.12
GORONTALO,2021,1180948.0,12776.62,0.408,69.0,
BOALEMO,2021,147038.0,2567.36,0.408,66.42,5732643.89
KAB GORONTALO,2021,395635.0,2124.6,0.408,67.34,13713963.08
POHUWATO,2021,147689.0,4244.31,0.408,65.8,7055541.65
BONE BOLANGO,2021,164277.0,1984.31,0.408,70.25,4875938.64
GORONTALO UTARA,2021,126521.0,1777.02,0.408,65.21,3592422.36
KOTA GORONTALO,2021,199788.0,79.02,0.408,77.41,8987562.53
SULAWESI BARAT,2021,1436840.0,17100.53,0.356,66.36,
MAJENE,2021,175790.0,947.84,0.356,67.29,5204281.25
POLEWALI MANDAR,2021,483920.0,2022.3,0.356,64.23,13803295.58
MAMASA,2021,164800.0,3005.88,0.356,66.63,3129993.12
MAMUJU,2021,281850.0,4979.89,0.356,68.32,12434742.35
MAMUJU UTARA / PASANGKAYU,2021,193100.0,3043.75,0.356,68.03,
MAMUJU TENGAH,2021,137380.0,3100.87,0.356,66.18,3563482.38
MALUKU,2021,1862626.0,46914.03,0.26,69.71,
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2021,124075.0,4465.79,0.26,62.97,
MALUKU TENGGARA,2021,122640.0,1031.81,0.26,66.33,3431332.18
MALUKU TENGAH,2021,424730.0,7953.81,0.26,71.32,9099878.41
BURU,2021,136393.0,4932.32,0.26,69.33,2525974.46
KEPULAUAN ARU,2021,102916.0,8152.42,0.26,63.83,3669828.68
SERAM BAGIAN BARAT,2021,214733.0,5033.38,0.26,65.83,3173043.6
SERAM BAGIAN TIMUR,2021,140271.0,6429.88,0.26,64.3,3177711.08
MALUKU BARAT DAYA,2021,82187.0,4581.06,0.26,62.37,1737851.48
BURU SELATAN,2021,76715.0,3780.56,0.26,64.8,1483552.34
KOTA AMBON,2021,347644.0,298.61,0.26,81.23,15562668.88
KOTA TUAL,2021,90322.0,254.39,0.26,68.16,2623604.41
MALUKU UTARA,2021,1299270.0,31982.5,0.3,68.76,
HALMAHERA BARAT,2021,134632.0,1704.2,0.275,65.56,2352693.91
HALMAHERA TENGAH,2021,57799.0,2653.76,0.265,65.82,9658075.15
KEPULAUAN SULA,2021,105309.0,3304.32,0.244,63.8,2597922.23
HALMAHERA SELATAN,2021,251720.0,8148.9,0.271,64.19,10925049.29
HALMAHERA UTARA,2021,199950.0,3896.9,0.274,67.82,6002947.32
HALMAHERA TIMUR,2021,92985.0,6571.37,0.258,67.0,3930413.94
PULAU MOROTAI,2021,76112.0,2476.0,0.294,62.9,1641983.99
PULAU TALIABU,2021,58738.0,1469.93,0.247,60.73,1709986.08
KOTA TERNATE,2021,205870.0,111.39,0.26,80.14,10974363.32
KOTA TIDORE KEPULAUAN,2021,116156.0,1645.73,0.249,70.99,3028404.56
PAPUA BARAT,2021,1156840.0,64134.66,0.383,65.26,
FAKFAK,2021,85817.0,14320.0,0.347,68.52,5340478.25
KAIMANA,2021,62957.0,16241.84,0.413,65.31,2672399.36
TELUK WONDAMA,2021,42609.0,3959.53,0.391,60.33,1559346.28
TELUK BINTUNI,2021,89418.0,20840.83,0.366,64.65,31380552.91
MANOKWARI,2021,194905.0,3186.28,0.372,72.02,9834864.51
SORONG SELATAN,2021,53167.0,6594.31,0.425,62.46,1965129.27
SORONG,2021,121963.0,6544.23,0.392,65.77,11194701.56
RAJA AMPAT,2021,65403.0,8034.44,0.397,63.92,3434840.44
TAMBRAUW,2021,31385.0,11529.18,0.482,53.71,243689.75
MAYBRAT,2021,43364.0,5461.69,0.388,59.7,751293.99
MANOKWARI SELATAN,2021,37149.0,2812.44,0.371,59.85,859469.3
PEGUNUNGAN ARFAK,2021,38936.0,2773.74,0.309,56.13,242960.85
KOTA SORONG,2021,289767.0,656.64,0.326,78.49,15475713.35
PAPUA,2021,4367466.0,78346.39,0.397,60.62,
MERAUKE,2021,235373.0,44071.0,0.385,70.49,16348481.81
JAYAWIJAYA,2021,273776.0,13925.31,0.344,58.67,8438720.65
JAYAPURA,2021,168401.0,11157.15,0.378,72.03,17024610.79
NABIRE,2021,171361.0,11112.61,0.334,69.15,12015163.23
KEPULAUAN YAPEN,2021,114110.0,2050.0,0.387,67.72,4472789.89
BIAK NUMFOR,2021,135170.0,2602.0,0.374,72.33,5500036.48
PANIAI,2021,223402.0,6525.25,0.224,56.7,4446534.78
PUNCAK JAYA,2021,227790.0,5996.94,0.368,48.99,1407071.97
MIMIKA,2021,316302.0,21633.0,0.349,74.48,95216352.2
BOVEN DIGOEL,2021,66071.0,27108.0,0.407,61.62,4952108.1
MAPPI,2021,109974.0,24118.0,0.384,58.7,3126986.82
ASMAT,2021,111678.0,31983.69,0.405,51.29,2694794.31
YAHUKIMO,2021,354303.0,17152.0,0.336,49.48,2626037.93
PEGUNUNGAN BINTANG,2021,78432.0,15683.0,0.344,46.28,2079566.63
TOLIKARA,2021,240277.0,14564.0,0.291,49.6,1715523.85
SARMI,2021,41515.0,17742.0,0.409,63.94,3117173.56
KEEROM,2021,61623.0,8390.0,0.393,66.49,3060427.35
WAROPEN,2021,33943.0,10977.09,0.405,65.1,2114268.75
SUPIORI,2021,22887.0,678.32,0.32,62.72,1087346.71
MAMBERAMO RAYA,2021,38915.0,23813.91,0.324,52.18,1835562.16
NDUGA,2021,1078073.0,12941.0,0.231,32.84,1345724.47
LANNY JAYA,2021,198780.0,6077.4,0.293,48.68,2020051.93
MAMBERAMO TENGAH,2021,51134.0,3743.64,0.32,48.32,1261727.85
YALIMO,2021,103492.0,4330.29,0.363,49.01,1354408.92
PUNCAK,2021,115549.0,8055.0,0.312,43.17,1513264.81
DOGIYAI,2021,117902.0,4237.4,0.306,55.0,1411759.29
INTAN JAYA,2021,137006.0,3922.02,0.248,48.34,1303463.47
DEIYAI,2021,100488.0,537.39,0.24,49.96,1490801.19
KOTA JAYAPURA,2021,40400.0,935.92,0.276,80.11,33138990.95
ACEH,2022,5407855.0,56834.77,0.311,72.8,
SIMEULUE,2022,94876.0,1821.75,0.279,67.27,2650278.35
ACEH SINGKIL,2022,130787.0,1852.82,0.296,69.62,2984474.56
ACEH SELATAN,2022,237376.0,4175.38,0.257,67.87,6426567.77
ACEH TENGGARA,2022,228308.0,4179.12,0.274,70.32,5813672.27
ACEH TIMUR,2022,432849.0,5409.41,0.283,68.72,13008657.84
ACEH TENGAH,2022,222673.0,4468.42,0.27,73.95,8827207.4
ACEH BARAT,2022,202858.0,2782.87,0.265,72.34,13346482.82
ACEH BESAR,2022,41449.0,2891.48,0.293,74.0,15381864.79
PIDIE,2022,444505.0,3177.49,0.223,71.2,12375223.06
BIREUEN,2022,443874.0,1796.99,0.275,73.16,15414461.17
ACEH UTARA,2022,61464.0,2705.26,0.275,70.22,28016455.64
ACEH BARAT DAYA,2022,155046.0,1882.28,0.24,67.41,4534355.7
GAYO LUES,2022,103131.0,5541.29,0.254,68.25,3067003.46
ACEH TAMIANG,2022,301492.0,2187.66,0.305,70.43,10329951.5
NAGAN RAYA,2022,173393.0,3524.16,0.236,70.1,11322456.81
ACEH JAYA,2022,96028.0,3872.35,0.299,70.36,3116831.18
BENER MERIAH,2022,16869.0,1907.4,0.257,73.9,5446973.0
PIDIE JAYA,2022,162771.0,939.0,0.231,74.34,3968178.81
BANDA ACEH,2022,257635.0,56.77,0.391,,
SABANG,2022,43208.0,122.06,0.298,,
LANGSA,2022,19263.0,224.24,0.368,,
LHOKSEUMAWE,2022,191396.0,132.97,0.348,,
SUBULUSSALAM,2022,95199.0,1183.6,0.33,,
SUMATERA UTARA,2022,15115206.0,72460.76,0.312,72.71,
NIAS,2022,149249.0,902.4,0.275,63.69,4536220.11
MANDAILING NATAL,2022,484874.0,6547.26,0.244,68.05,16403528.68
TAPANULI SELATAN,2022,307312.0,4201.04,0.209,70.92,17051888.23
TAPANULI TENGAH,2022,374734.0,2307.68,0.233,70.31,11635299.59
TAPANULI UTARA,2022,318424.0,3895.6,0.242,74.14,9645635.46
TOBA SAMOSIR / TOBA,2022,212133.0,2291.62,0.305,75.96,
LABUHAN BATU,2022,508024.0,2772.38,0.278,72.92,41809008.33
ASAHAN,2022,787681.0,3737.83,0.255,71.13,46575316.1
SIMALUNGUN,2022,1021615.0,4601.48,0.262,73.77,47285889.85
DAIRI,2022,31546.0,2083.6,0.221,72.56,10716944.44
KARO,2022,414429.0,2206.88,0.236,75.36,23975567.23
DELI SERDANG,2022,1953986.0,2581.23,0.27,76.19,127546550.2
LANGKAT,2022,1039926.0,6140.04,0.26,71.86,51412765.01
NIAS SELATAN,2022,373674.0,2531.7,0.223,63.17,8014503.79
HUMBANG HASUNDUTAN,2022,202299.0,2351.51,0.258,70.32,6919485.07
PAKPAK BHARAT,2022,54609.0,1365.61,0.274,68.85,1393579.46
SAMOSIR,2022,139337.0,1850.04,0.298,71.67,5166248.69
SERDANG BEDAGAI,2022,667998.0,1949.18,0.24,71.21,33517985.47
BATU BARA,2022,416367.0,888.14,0.243,69.51,40866716.26
PADANG LAWAS UTARA,2022,267275.0,3945.56,0.245,70.93,14375296.01
PADANG LAWAS,2022,267275.0,3914.41,0.227,69.58,14586764.41
LABUHAN BATU SELATAN,2022,320324.0,3079.61,0.247,72.16,34154815.34
LABUHAN BATU UTARA,2022,390954.0,3686.01,0.276,72.77,30282498.06
NIAS UTARA,2022,15078.0,1238.06,0.239,63.75,4172936.92
NIAS BARAT,2022,91346.0,464.22,0.21,62.93,2172217.97
KOTA SIBOLGA,2022,90366.0,11.47,0.346,74.74,6340366.47
KOTA TANJUNG BALAI,2022,179748.0,60.07,0.245,69.86,10466142.84
KOTA PEMATANG SIANTAR,2022,274056.0,75.92,0.321,79.7,15208308.14
KOTA TEBING TINGGI,2022,177785.0,39.17,0.334,76.17,6931266.73
KOTA MEDAN,2022,2494512.0,279.29,0.399,81.76,280159036.1
KOTA BINJAI,2022,300009.0,93.77,0.302,76.95,13315953.42
KOTA PADANGSIDIMPUAN,2022,231062.0,159.3,0.275,76.05,7384955.08
KOTA GUNUNGSITOLI,2022,137583.0,208.68,0.303,70.23,6476828.86
SUMATERA BARAT,2022,5640629.0,42119.59,0.3,73.26,
KEPULAUAN MENTAWAI,2022,89401.0,5983.22,0.233,62.19,5445468.0
PESISIR SELATAN,2022,516518.0,6045.65,0.246,70.84,16601341.83
SOLOK,2022,397829.0,3590.4,0.243,70.02,15781140.16
SIJUNJUNG,2022,240317.0,3150.58,0.243,68.69,10668551.27
TANAH DATAR,2022,376276.0,1377.19,0.251,73.29,15055228.13
PADANG PARIAMAN,2022,436129.0,1342.27,0.245,71.63,22193365.04
AGAM,2022,540905.0,2226.27,0.298,73.29,23827651.5
LIMA PULUH KOTA,2022,388375.0,3273.41,0.208,70.28,17900761.78
PASAMAN,2022,307425.0,3902.44,0.23,67.41,10390577.65
SOLOK SELATAN,2022,188649.0,3282.14,0.253,69.71,6429236.43
DHARMASRAYA,2022,234713.0,2920.93,0.287,72.3,12233469.96
PASAMAN BARAT,2022,442479.0,3852.99,0.277,69.57,17889125.53
KOTA PADANG,2022,919145.0,694.38,0.354,83.29,72961651.23
KOTA SOLOK,2022,75850.0,58.72,0.288,79.23,4793153.11
KOTA SAWAH LUNTO,2022,66413.0,231.95,0.314,73.73,4389916.49
KOTA PADANG PANJANG,2022,57850.0,23.56,0.296,78.78,4086546.1
KOTA BUKITTINGGI,2022,122311.0,24.17,0.317,81.42,10194020.58
KOTA PAYAKUMBUH,2022,143325.0,74.55,0.311,79.53,8250302.95
KOTA PARIAMAN,2022,96719.0,64.77,0.272,77.65,5881852.94
RIAU,2022,6614384.0,89935.89,0.326,73.52,
KUANTAN SINGINGI,2022,34585.0,5457.86,0.326,71.09,44994478.72
INDRAGIRI HULU,2022,464076.0,7871.85,0.326,70.46,54453881.83
INDRAGIRI HILIR,2022,660747.0,13521.26,0.326,67.37,83422590.4
PELALAWAN,2022,410988.0,13262.11,0.326,72.93,65569242.36
SIAK,2022,47755.0,7805.54,0.326,74.5,107025755.6
KAMPAR,2022,87821.0,10352.8,0.326,73.84,103887885.4
ROKAN HULU,2022,582679.0,7658.15,0.326,70.31,49614314.49
BENGKALIS,2022,582973.0,8616.36,0.326,74.38,176013376.6
ROKAN HILIR,2022,658407.0,9068.46,0.326,70.1,96066418.28
KEPULAUAN MERANTI,2022,213532.0,3623.56,0.326,66.52,24899424.54
KOTA PEKANBARU,2022,1007540.0,638.33,0.326,82.06,144583265.9
KOTA DUMAI,2022,331832.0,2059.61,0.326,75.26,45056372.09
JAMBI,2022,3631100.0,49026.59,320.0,72.14,
KERINCI,2022,253900.0,3445.2,0.28,71.99,12225697.77
MERANGIN,2022,357600.0,7540.12,0.35,69.98,20284059.99
SAROLANGUN,2022,298100.0,5935.89,0.3,70.89,20772095.19
BATANG HARI,2022,313200.0,5387.52,0.29,70.51,24304974.23
MUARO JAMBI,2022,412800.0,5225.8,0.27,70.18,32968476.22
TANJUNG JABUNG TIMUR,2022,234200.0,4546.62,0.27,65.77,25606191.59
TANJUNG JABUNG BARAT,2022,324500.0,5546.06,0.26,68.79,50081468.28
TEBO,2022,344800.0,6103.74,0.3,69.78,19702194.42
BUNGO,2022,373300.0,4760.83,0.32,70.55,24926313.98
KOTA JAMBI,2022,619600.0,169.89,0.36,79.58,36141956.24
KOTA SUNGAI PENUH,2022,99200.0,364.92,0.29,76.17,8680233.97
SUMATERA SELATAN,2022,8657008.0,86771.7,0.339,70.9,
OGAN KOMERING ULU,2022,375538.0,3774.5,0.347,70.24,17613748.14
OGAN KOMERING ILIR,2022,77669.0,17071.33,0.293,68.02,34459322.71
MUARA ENIM,2022,624019.0,6763.91,0.32,69.43,113167464.8
LAHAT,2022,441174.0,4333.07,0.335,68.4,26750478.95
MUSI RAWAS,2022,402674.0,6122.59,0.328,67.78,22342116.54
MUSI BANYUASIN,2022,633124.0,14550.79,0.339,68.6,82736539.85
BANYU ASIN,2022,852576.0,12262.76,0.283,67.93,34442765.67
OGAN KOMERING ULU SELATAN,2022,426687.0,4369.25,0.285,65.87,10343498.04
OGAN KOMERING ULU TIMUR,2022,656857.0,3412.72,0.327,70.23,17862842.01
OGAN ILIR,2022,422907.0,2302.86,0.285,67.96,13261642.83
EMPAT LAWANG,2022,357673.0,2234.1,0.333,66.0,5837967.01
PENUKAL ABAB LEMATANG ILIR,2022,200368.0,1842.56,0.318,65.75,8194744.93
MUSI RAWAS UTARA,2022,192369.0,5937.8,0.287,65.74,8548814.1
KOTA PALEMBANG,2022,1707996.0,352.51,0.347,79.47,179199804.7
KOTA PRABUMULIH,2022,199047.0,447.31,0.37,75.52,9208497.28
KOTA PAGAR ALAM,2022,147071.0,625.91,0.293,69.6,3258978.46
KOTA LUBUKLINGGAU,2022,240238.0,367.73,0.366,75.53,7687846.55
