Province/Regency/City,Year,Population,Luas wilayah (km2)[2],Gini,HDI,GDP
KUTAI TIMUR,2017,400015.0,35747.5,0.288,71.91,120264728.8
BERAU,2017,375168.0,36962.37,0.331,73.56,35656556.18
PENAJAM PASER UTARA,2017,179785.0,3333.06,0.303,70.59,8480809.02
MAHAKAM ULU,2017,20675.0,15315.0,0.266,66.09,2337696.08
KOTA BALIKPAPAN,2017,661773.0,533.0,0.328,79.01,87716528.79
KOTA SAMARINDA,2017,845179.0,718.0,0.323,79.46,58443748.71
KOTA BONTANG,2017,156661.0,149.8,0.327,79.47,58885677.79
KALIMANTAN UTARA,2017,691058.0,75467.7,0.308,69.84,
MALINAU,2017,83788.0,42620.7,0.308,71.23,8497620.25
BULUNGAN,2017,135770.0,13925.72,0.308,70.74,15265248.47
TANA TIDUNG,2017,25084.0,4828.58,0.308,66.26,4753743.1
NUNUKAN,2017,193390.0,13841.9,0.308,65.1,20040898.42
KOTA TARAKAN,2017,253026.0,250.8,0.308,75.27,28004129.76
SULAWESI UTARA,2017,2461028.0,17441.05,0.4,71.66,
BOLAANG MONGONDOW,2017,240505.0,5397.69,0.35,66.08,6524201.18
MINAHASA,2017,335321.0,1025.85,0.35,74.59,14496512.68
KEPULAUAN SANGIHE,2017,130493.0,736.98,0.34,69.14,3663011.76
KEPULAUAN TALAUD,2017,90678.0,1251.02,0.35,67.74,1919783.49
MINAHASA SELATAN,2017,208013.0,1456.46,0.4,70.05,7344250.34
MINAHASA UTARA,2017,200985.0,1059.24,0.4,72.2,11449667.63
BOLAANG MONGONDOW UTARA,2017,78437.0,1856.86,0.38,65.6,2103357.59
SIAU TAGULANDANG BIARO,2017,65976.0,275.96,0.35,66.03,1950875.85
MINAHASA TENGGARA,2017,105714.0,730.63,0.35,68.91,4365550.32
BOLAANG MONGONDOW SELATAN,2017,64171.0,1932.6,0.33,64.05,1727328.66
BOLAANG MONGONDOW TIMUR,2017,70610.0,910.18,0.34,64.73,2422595.92
KOTA MANADO,2017,430133.0,162.53,0.39,78.05,31111634.38
KOTA BITUNG,2017,212409.0,313.51,0.38,72.94,14082679.26
KOTA TOMOHON,2017,103711.0,147.21,0.38,75.34,3593272.53
KOTA KOTAMOBAGU,2017,123872.0,184.33,0.41,72.0,2985959.48
SULAWESI TENGAH,2017,807770.0,66418.8,0.36,68.11,
BANGGAI KEPULAUAN,2017,11575.0,2488.79,0.34,64.07,3299736.46
BANGGAI,2017,93375.0,9672.7,0.3,69.0,23843658.69
MOROWALI,2017,12858.0,5472.0,0.3,70.41,17035853.36
POSO,2017,58486.0,7112.25,0.3,69.78,8021441.15
DONGGALA,2017,35684.0,5275.69,0.35,64.66,10765789.17
TOLI-TOLI,2017,63807.0,4079.77,0.38,64.05,7137848.95
BUOL,2017,31920.0,4043.57,0.33,66.69,5146510.12
PARIGI MOUTONG,2017,57421.0,6231.85,0.3,64.09,15802166.15
TOJO UNA-UNA,2017,24903.0,5721.15,0.33,62.61,4989815.19
SIGI,2017,36186.0,5196.02,0.33,66.72,7876671.1
BANGGAI LAUT,2017,7165.0,725.67,0.31,64.08,2006463.48
MOROWALI UTARA,2017,13464.0,10004.28,0.34,67.35,8968534.09
KOTA PALU,2017,360926.0,395.06,0.36,80.24,20416019.12
SULAWESI SELATAN,2017,8674372.0,45119.16,0.407,70.34,
KEPULAUAN SELAYAR,2017,132308.0,1357.03,0.331,65.39,5223199.38
BULUKUMBA,2017,414791.0,1154.58,0.324,67.08,12068741.55
BANTAENG,2017,185520.0,395.83,0.422,67.27,6942456.0
JENEPONTO,2017,359920.0,749.79,0.331,62.67,8614595.11
TAKALAR,2017,291110.0,566.51,0.351,65.48,8559004.6
GOWA,2017,742342.0,1883.33,0.395,68.33,17192664.1
SINJAI,2017,240856.0,819.96,0.376,65.8,9138199.86
MAROS,2017,345626.0,1619.12,0.368,68.42,19440014.72
PANGKAJENE DAN KEPULAUAN,2017,329272.0,898.29,0.368,67.25,22293955.79
BARRU,2017,172694.0,1174.72,0.389,69.56,5961951.15
BONE,2017,748711.0,4559.0,0.386,64.16,29319723.69
SOPPENG,2017,227545.0,1500.0,0.359,66.67,8876207.02
WAJO,2017,398081.0,2506.19,0.353,68.18,17832106.02
SIDENRENG RAPPANG,2017,294445.0,1102.1,0.325,69.84,11914878.78
PINRANG,2017,372028.0,1961.77,0.309,69.9,16360561.94
ENREKANG,2017,203573.0,1786.01,0.374,71.44,6360506.96
LUWU,2017,357231.0,2909.08,0.395,69.02,13026830.89
TANA TORAJA,2017,232740.0,2054.3,0.318,66.82,6054907.73
LUWU UTARA,2017,308142.0,7502.58,0.358,68.35,10787078.51
LUWU TIMUR,2017,285011.0,6944.88,0.411,71.46,18341283.09
TORAJA UTARA,2017,229709.0,1151.47,0.41,67.9,7720936.47
KOTA MAKASAR,2017,1485941.0,175.77,0.396,81.13,142448701.4
KOTA PAREPARE,2017,141670.0,99.33,0.384,76.68,6092581.33
KOTA PALOPO,2017,175106.0,247.52,0.341,76.71,6514938.67
SULAWESI TENGGARA,2017,2602389.0,39439.18,0.394,69.86,
BUTON,2017,100440.0,1648.04,0.394,64.47,3285243.3
MUNA,2017,218680.0,2057.69,0.357,67.61,5920798.17
KONAWE,2017,244324.0,6087.68,0.363,70.24,7233615.88
KOLAKA,2017,251520.0,3283.59,0.3,71.46,21337133.57
KONAWE SELATAN,2017,304214.0,4237.74,0.375,67.23,10197998.29
BOMBANA,2017,175497.0,3316.16,0.348,64.49,5478862.88
WAKATOBI,2017,95386.0,473.62,0.381,67.99,3629020.78
KOLAKA UTARA,2017,144681.0,3392.0,0.322,67.77,7262120.28
BUTON UTARA,2017,62088.0,1923.03,0.394,66.4,2644755.44
KONAWE UTARA,2017,60884.0,5101.76,0.342,67.71,3263494.79
KOLAKA TIMUR,2017,128154.0,3992.53,0.374,64.55,3795898.57
KONAWE KEPULAUAN,2017,33212.0,867.58,0.371,63.44,1152590.12
MUNA BARAT,2017,79649.0,1022.89,0.381,63.43,2141049.79
BUTON TENGAH,2017,91099.0,958.0,0.239,62.82,1975533.47
BUTON SELATAN,2017,79053.0,510.0,0.347,63.2,2464265.38
KOTA KENDARI,2017,370728.0,271.8,0.373,81.83,18664137.0
KOTA BAUBAU,2017,162780.0,295.07,0.442,74.14,7507917.74
GORONTALO,2017,1168190.0,12776.62,0.43,67.01,
BOALEMO,2017,158333.0,2567.36,0.43,64.22,4534413.48
KAB GORONTALO,2017,374923.0,2124.6,0.43,64.95,10884657.23
POHUWATO,2017,153991.0,4244.31,0.43,63.88,5576607.45
BONE BOLANGO,2017,157186.0,1984.31,0.43,68.11,3850320.91
GORONTALO UTARA,2017,112975.0,1777.02,0.43,63.52,2806611.57
KOTA GORONTALO,2017,210782.0,79.02,0.43,76.09,7096838.22
SULAWESI BARAT,2017,1330961.0,17100.53,0.354,64.3,
MAJENE,2017,169072.0,947.84,0.393,65.4,4190428.24
POLEWALI MANDAR,2017,432692.0,2022.3,0.305,62.35,11334564.97
MAMASA,2017,156973.0,3005.88,0.402,63.92,2533788.6
MAMUJU,2017,279393.0,4979.89,0.393,66.32,10027449.74
MAMUJU UTARA / PASANGKAYU,2017,165230.0,3043.75,0.299,65.67,
MAMUJU TENGAH,2017,127601.0,3100.87,0.308,63.64,2693678.06
MALUKU,2017,1744654.0,46914.03,0.34,68.19,
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2017,111825.0,4465.79,0.34,61.64,
MALUKU TENGGARA,2017,99284.0,1031.81,0.34,64.94,2753584.7
MALUKU TENGAH,2017,371479.0,7953.81,0.34,70.09,7554920.82
BURU,2017,135687.0,4932.32,0.34,67.61,2066183.13
KEPULAUAN ARU,2017,93780.0,8152.42,0.34,62.13,3035439.97
SERAM BAGIAN BARAT,2017,170494.0,5033.38,0.34,64.34,2620026.73
SERAM BAGIAN TIMUR,2017,111573.0,6429.88,0.34,62.06,2521150.15
MALUKU BARAT DAYA,2017,72673.0,4581.06,0.34,60.16,1404693.12
BURU SELATAN,2017,61330.0,3780.56,0.34,62.75,1206615.92
KOTA AMBON,2017,444797.0,298.61,0.34,79.82,12824347.29
KOTA TUAL,2017,71732.0,254.39,0.34,66.25,2093661.54
MALUKU UTARA,2017,1267437.0,31982.5,0.317,67.2,
HALMAHERA BARAT,2017,114181.0,1704.2,0.238,64.19,1943235.19
HALMAHERA TENGAH,2017,53075.0,2653.76,0.291,63.89,1931454.59
KEPULAUAN SULA,2017,181738.0,3304.32,0.265,62.04,2117993.63
HALMAHERA SELATAN,2017,228169.0,8148.9,0.235,62.64,5138870.9
HALMAHERA UTARA,2017,187051.0,3896.9,0.265,66.52,4960428.65
HALMAHERA TIMUR,2017,91999.0,6571.37,0.235,65.77,2751599.94
PULAU MOROTAI,2017,64376.0,2476.0,0.318,60.71,1318618.37
PULAU TALIABU,2017,24989.0,1469.93,0.243,59.03,1157176.79
KOTA TERNATE,2017,223114.0,111.39,0.281,78.48,8687261.07
KOTA TIDORE KEPULAUAN,2017,98744.0,1645.73,0.227,69.25,2440999.12
PAPUA BARAT,2017,915361.0,64134.66,0.387,62.99,
FAKFAK,2017,76102.0,14320.0,0.37,66.09,4495038.3
KAIMANA,2017,56882.0,16241.84,0.434,62.74,2366402.14
TELUK WONDAMA,2017,31072.0,3959.53,0.438,58.1,1339523.56
TELUK BINTUNI,2017,61794.0,20840.83,0.341,62.39,25877170.93
MANOKWARI,2017,166780.0,3186.28,0.373,70.67,8380671.2
SORONG SELATAN,2017,45019.0,6594.31,0.352,60.19,1629113.26
SORONG,2017,84906.0,6544.23,0.405,63.42,9433808.46
RAJA AMPAT,2017,47301.0,8034.44,0.403,62.35,2472277.55
TAMBRAUW,2017,13785.0,11529.18,0.283,51.01,193672.86
MAYBRAT,2017,39191.0,5461.69,0.373,57.23,608704.42
MANOKWARI SELATAN,2017,22983.0,2812.44,0.406,58.08,697826.86
PEGUNUNGAN ARFAK,2017,29731.0,2773.74,0.274,54.39,167511.35
KOTA SORONG,2017,239815.0,656.64,0.335,76.73,13821686.53
PAPUA,2017,3207444.0,78346.39,0.397,59.09,
MERAUKE,2017,220006.0,44071.0,0.368,68.64,12880197.72
JAYAWIJAYA,2017,210229.0,13925.31,0.331,55.99,6802801.85
JAYAPURA,2017,123780.0,11157.15,0.281,70.97,12891148.42
NABIRE,2017,142795.0,11112.61,0.383,67.11,9483997.59
KEPULAUAN YAPEN,2017,93114.0,2050.0,0.325,66.07,3610759.64
BIAK NUMFOR,2017,141801.0,2602.0,0.361,71.56,4991922.71
PANIAI,2017,167325.0,6525.25,0.46,54.91,3529979.29
PUNCAK JAYA,2017,119779.0,5996.94,0.214,46.57,1207060.98
MIMIKA,2017,205591.0,21633.0,0.325,72.42,74227269.06
BOVEN DIGOEL,2017,64674.0,27108.0,0.345,60.14,4264634.0
MAPPI,2017,93592.0,24118.0,0.394,57.1,2428701.71
ASMAT,2017,90316.0,31983.69,0.233,48.49,2038249.15
YAHUKIMO,2017,184217.0,17152.0,0.332,47.95,2049187.57
PEGUNUNGAN BINTANG,2017,72511.0,15683.0,0.336,43.24,1620159.59
TOLIKARA,2017,133786.0,14564.0,0.299,47.89,1346817.43
SARMI,2017,37511.0,17742.0,0.4,62.31,2292218.73
KEEROM,2017,54130.0,8390.0,0.358,64.99,2540848.76
WAROPEN,2017,28809.0,10977.09,0.344,64.08,1762695.91
SUPIORI,2017,18486.0,678.32,0.252,61.23,893200.62
MAMBERAMO RAYA,2017,21821.0,23813.91,0.203,50.25,1333828.01
NDUGA,2017,95885.0,12941.0,0.212,27.87,1019098.32
LANNY JAYA,2017,174782.0,6077.4,0.309,46.49,1530443.55
MAMBERAMO TENGAH,2017,46696.0,3743.64,0.225,45.5,988831.57
YALIMO,2017,59778.0,4330.29,0.247,46.19,1007186.18
PUNCAK,2017,105521.0,8055.0,0.177,41.06,1150191.15
DOGIYAI,2017,93809.0,4237.4,0.223,54.04,1098784.65
INTAN JAYA,2017,47300.0,3922.02,0.255,45.68,1086636.9
DEIYAI,2017,70620.0,537.39,0.235,49.07,1157359.22
KOTA JAYAPURA,2017,288786.0,935.92,0.317,79.23,28117031.35
ACEH,2018,5281314,56834.77,0.325,71.19,
SIMEULUE,2018,92393,1821.75,0.343,64.74,2042836.42
ACEH SINGKIL,2018,121681,1852.82,0.336,68.02,2255194.44
ACEH SELATAN,2018,235115,4175.38,0.312,65.92,5197229.43
ACEH TENGGARA,2018,212417,4179.12,0.295,68.67,4558765.21
ACEH TIMUR,2018,427567,5409.41,0.272,66.82,9685702.94
ACEH TENGAH,2018,208505,4468.42,0.26,72.64,7178095.4
ACEH BARAT,2018,205971,2782.87,0.276,70.47,7692484.18
ACEH BESAR,2018,417302,2891.48,0.306,72.73,12446122.56
PIDIE,2018,439131,3177.49,0.262,69.93,9894667.92
BIREUEN,2018,461726,1796.99,0.305,71.37,12092521.62
ACEH UTARA,2018,611435,2705.26,0.292,68.36,18815382.43
ACEH BARAT DAYA,2018,148111,1882.28,0.286,65.67,3635010.97
GAYO LUES,2018,92602,5541.29,0.315,65.88,2549886.3
ACEH TAMIANG,2018,291112,2187.66,0.328,68.45,6991449.0
NAGAN RAYA,2018,164483,3524.16,0.284,68.15,6926106.55
ACEH JAYA,2018,91087,3872.35,0.264,68.83,2429231.64
BENER MERIAH,2018,145086,1907.4,0.254,72.14,4202084.4
PIDIE JAYA,2018,158091,939.0,0.233,72.12,3240635.9
BANDA ACEH,2018,265111,56.77,0.294,,
SABANG,2018,34571,122.06,0.277,,
LANGSA,2018,174318,224.24,0.356,,
LHOKSEUMAWE,2018,203284,132.97,0.305,,
SUBULUSSALAM,2018,80215,1183.6,0.291,,
SUMATERA UTARA,2018,14415391,72460.76,0.318,71.18,
NIAS,2018,14284,902.4,0.265,60.82,3519073.75
MANDAILING NATAL,2018,44349,6547.26,0.257,65.83,12618052.31
TAPANULI SELATAN,2018,280283,4201.04,0.273,69.1,12882177.87
TAPANULI TENGAH,2018,370171,2307.68,0.317,68.27,9229977.21
TAPANULI UTARA,2018,299881,3895.6,0.282,72.91,7296779.1
TOBA SAMOSIR / TOBA,2018,182673,2291.62,0.328,74.48,
LABUHAN BATU,2018,48648,2772.38,0.294,71.39,31302582.6
ASAHAN,2018,724379,3737.83,0.291,69.49,34664912.65
SIMALUNGUN,2018,863693,4601.48,0.29,72.49,35444572.49
DAIRI,2018,283203,2083.6,0.265,70.89,8560775.5
KARO,2018,409675,2206.88,0.268,73.91,19220878.39
DELI SERDANG,2018,2155625,2581.23,0.294,74.92,101060213.4
LANGKAT,2018,1035411,6140.04,0.253,70.27,39867648.98
NIAS SELATAN,2018,317207,2531.7,0.33,60.75,6247306.89
HUMBANG HASUNDUTAN,2018,18848,2351.51,0.291,67.96,5527253.49
PAKPAK BHARAT,2018,48119,1365.61,0.239,66.63,1086960.92
SAMOSIR,2018,125816,1850.04,0.285,69.99,4085202.85
SERDANG BEDAGAI,2018,614618,1949.18,0.283,69.69,25994818.88
BATU BARA,2018,412992,888.14,0.249,67.67,31972004.73
PADANG LAWAS UTARA,2018,267771,3945.56,0.299,68.77,10752123.95
PADANG LAWAS,2018,275515,3914.41,0.299,67.59,10595866.98
LABUHAN BATU SELATAN,2018,332922,3079.61,0.243,70.98,25124039.18
LABUHAN BATU UTARA,2018,360926,3686.01,0.282,71.08,22749934.18
NIAS UTARA,2018,137002,1238.06,0.237,61.08,3250328.75
NIAS BARAT,2018,81663,464.22,0.283,60.42,1673310.72
KOTA SIBOLGA,2018,87317,11.47,0.303,72.65,5063936.84
KOTA TANJUNG BALAI,2018,173302,60.07,0.332,68.0,8175687.25
KOTA PEMATANG SIANTAR,2018,253500,75.92,0.334,77.88,13176710.84
KOTA TEBING TINGGI,2018,162581,39.17,0.34,74.5,5512517.21
KOTA MEDAN,2018,2264145,279.29,0.314,80.65,222483237.4
KOTA BINJAI,2018,273892,93.77,0.309,75.21,10765291.76
KOTA PADANGSIDIMPUAN,2018,218892,159.3,0.359,74.38,5858839.13
KOTA GUNUNGSITOLI,2018,140927,208.68,0.361,68.33,5001030.27
SUMATERA BARAT,2018,5382100,42119.59,0.321,71.73,
KEPULAUAN MENTAWAI,2018,90400,5983.22,0.306,60.28,4252824.0
PESISIR SELATAN,2018,460700,6045.65,0.255,69.4,13045984.64
SOLOK,2018,371100,3590.4,0.303,68.6,12653858.53
SIJUNJUNG,2018,233800,3150.58,0.3,66.97,8489458.37
TANAH DATAR,2018,347400,1377.19,0.288,71.25,12202819.78
PADANG PARIAMAN,2018,413300,1342.27,0.296,69.71,20438318.45
AGAM,2018,487900,2226.27,0.257,71.7,19145918.5
LIMA PULUH KOTA,2018,379500,3273.41,0.283,69.17,14525483.21
PASAMAN,2018,278500,3902.44,0.266,65.6,8318765.11
SOLOK SELATAN,2018,168400,3282.14,0.309,68.45,5214850.48
DHARMASRAYA,2018,241600,2920.93,0.264,70.86,9697640.71
PASAMAN BARAT,2018,435600,3852.99,0.29,67.43,14603178.2
KOTA PADANG,2018,939100,694.38,0.344,82.25,57506842.01
KOTA SOLOK,2018,69800,58.72,0.296,77.89,3728256.36
KOTA SAWAH LUNTO,2018,61900,231.95,0.31,71.72,3404518.84
KOTA PADANG PANJANG,2018,53000,23.56,0.29,77.3,3198031.98
KOTA BUKITTINGGI,2018,128800,24.17,0.337,80.11,8011062.02
KOTA PAYAKUMBUH,2018,133700,74.55,0.302,78.23,6134700.3
KOTA PARIAMAN,2018,87600,64.77,0.316,76.26,4615745.62
RIAU,2018,6814909,89935.89,327.0,72.44,
KUANTAN SINGINGI,2018,324413,5457.86,321.0,69.96,30463627.94
INDRAGIRI HULU,2018,433934,7871.85,315.0,69.66,40386220.27
INDRAGIRI HILIR,2018,731396,13521.26,311.0,66.51,60180013.34
PELALAWAN,2018,46078,13262.11,283.0,71.44,46073490.3
SIAK,2018,47767,7805.54,300.0,73.73,84262911.87
KAMPAR,2018,851837,10352.8,293.0,72.5,77152929.69
ROKAN HULU,2018,66641,7658.15,298.0,69.36,32290185.17
BENGKALIS,2018,566228,8616.36,272.0,72.94,148603299.8
ROKAN HILIR,2018,697218,9068.46,323.0,68.73,78620928.77
KEPULAUAN MERANTI,2018,184372,3623.56,245.0,65.23,18163640.55
KOTA PEKANBARU,2018,1117359,638.33,351.0,80.66,108571373.0
KOTA DUMAI,2018,303292,2059.61,339.0,74.06,33076213.76
JAMBI,2018,3570300,49026.59,0.334,70.65,
KERINCI,2018,237800,3445.2,320.0,70.59,9408036.38
MERANGIN,2018,383500,7540.12,0.35,68.81,14452747.43
SAROLANGUN,2018,296000,5935.89,0.29,69.41,14502492.18
BATANG HARI,2018,270000,5387.52,0.3,69.33,15663916.87
MUARO JAMBI,2018,432300,5225.8,0.31,68.34,22960990.21
TANJUNG JABUNG TIMUR,2018,218400,4546.62,0.29,63.32,24111743.94
TANJUNG JABUNG BARAT,2018,328300,5546.06,0.36,67.13,41458277.05
TEBO,2018,348800,6103.74,0.31,68.67,13839068.46
BUNGO,2018,367200,4760.83,0.32,69.42,17303257.12
KOTA JAMBI,2018,598100,169.89,0.33,77.41,28797406.24
KOTA SUNGAI PENUH,2018,89900,364.92,0.3,74.67,6951102.4
SUMATERA SELATAN,2018,8391489,86771.7,0.358,69.39,
OGAN KOMERING ULU,2018,36426,3774.5,0.308,69.01,13383129.98
OGAN KOMERING ILIR,2018,821528,17071.33,0.33,66.57,26839366.84
MUARA ENIM,2018,628661,6763.91,0.354,68.28,52695301.68
LAHAT,2018,405605,4333.07,0.306,66.99,15984334.26
MUSI RAWAS,2018,400239,6122.59,0.273,66.18,17495006.76
MUSI BANYUASIN,2018,640065,14550.79,0.326,67.57,60861458.42
BANYU ASIN,2018,846269,12262.76,0.344,66.4,26542714.39
OGAN KOMERING ULU SELATAN,2018,358510,4369.25,0.317,64.84,8136433.71
OGAN KOMERING ULU TIMUR,2018,670653,3412.72,0.336,68.58,13727122.43
OGAN ILIR,2018,424774,2302.86,0.317,66.43,10315106.26
EMPAT LAWANG,2018,247544,2234.1,0.331,64.81,4695136.07
PENUKAL ABAB LEMATANG ILIR,2018,187554,1842.56,0.298,63.49,6493087.88
MUSI RAWAS UTARA,2018,190222,5937.8,0.276,63.75,6751112.19
KOTA PALEMBANG,2018,1651857,352.51,0.383,77.89,141908624.7
KOTA PRABUMULIH,2018,185895,447.31,0.414,74.04,7169125.12
KOTA PAGAR ALAM,2018,137964,625.91,0.301,67.62,2673294.03
KOTA LUBUKLINGGAU,2018,229889,367.73,0.324,74.09,6135202.03
BENGKULU,2018,1999539,20128.35,0.362,70.64,
BENGKULU SELATAN,2018,167997,1219.22,0.36,69.85,5302895.82
REJANG LEBONG,2018,278865,1559.42,0.33,69.4,8685050.7
BENGKULU UTARA,2018,284505,4481.99,0.35,68.36,7609325.45
KAUR,2018,129843,2608.56,0.31,66.2,3239535.5
SELUMA,2018,211619,2432.16,0.31,65.99,4215214.35
MUKOMUKO,2018,180951,4138.68,0.32,67.47,4744397.67
LEBONG,2018,112900,1666.62,0.29,66.28,3092456.97
KEPAHIANG,2018,151019,738.97,0.3,67.14,3981493.92
BENGKULU TENGAH,2018,113056,1132.38,0.29,66.65,4253687.13
KOTA BENGKULU,2018,368784,150.35,0.39,79.67,21223089.15
LAMPUNG,2018,8370485,33570.25,0.346,69.02,
LAMPUNG BARAT,2018,300703,2107.99,0.314,66.74,6590613.92
TANGGAMUS,2018,592603,2947.59,0.289,65.67,14514451.95
LAMPUNG SELATAN,2018,1002285,2227.38,0.353,67.68,41586070.38
LAMPUNG TIMUR,2018,1036193,3860.92,0.346,69.04,39350063.3
LAMPUNG TENGAH,2018,1271566,4559.57,0.315,69.73,66094623.15
LAMPUNG UTARA,2018,614701,2669.3,0.311,67.17,22137786.99
WAY KANAN,2018,446113,3522.11,0.307,66.63,13055240.53
TULANGBAWANG,2018,445797,3116.06,0.352,67.7,21481669.86
PESAWARAN,2018,440192,1288.08,0.316,64.97,15099607.1
PRINGSEWU,2018,397219,617.19,0.318,69.42,10389147.21
MESUJI,2018,199168,2200.41,0.29,62.88,9691343.34
TULANG BAWANG BARAT,2018,271206,1257.09,0.316,65.3,10654951.42
PESISIR BARAT,2018,153743,2939.6,0.335,62.96,4282378.16
KOTA BANDAR LAMPUNG,2018,1033803,183.75,0.342,76.63,54609162.61
KOTA METRO,2018,165193,73.21,0.334,76.22,5892670.42
KEP BANGKA BELITUNG,2018,1459873,16690.13,,,
BANGKA,2018,330793,3016.85,0.281,71.8,13310565.01
BELITUNG,2018,186155,2270.71,0.281,71.7,9314624.93
BANGKA BARAT,2018,209011,2851.41,0.281,68.68,13817298.69
BANGKA TENGAH,2018,192429,2259.98,0.281,69.52,8213317.39
BANGKA SELATAN,2018,205901,3598.24,0.281,65.98,8457248.45
BELITUNG TIMUR,2018,127064,2588.4,0.281,70.22,7405859.48
KOTA PANGKAL PINANG,2018,208520,104.54,0.281,77.43,12955301.61
KEPULAUAN RIAU,2018,29559031,8269.71,0.339,74.84,
KARIMUN,2018,237265,930.45,0.35,70.56,12628782.5
BINTAN,2018,159375,1317.15,0.325,73.41,19597810.41
NATUNA,2018,77967,1999.16,0.326,72.1,21123646.47
LINGGA,2018,88433,2210.82,0.289,64.06,3969325.56
KEPULAUAN ANAMBAS,2018,45146,627.03,0.286,67.53,16849268.26
KOTA BATAM,2018,1482768,1034.73,0.314,80.54,151285143.5
KOTA TANJUNG PINANG,2018,220142,150.37,0.32,78.33,19078150.15
DKI JAKARTA,2018,10467629,664.01,0.394,80.47,
KEP SERIBU,2018,24134,10.18,,,
KOTA JAKARTA SELATAN,2018,2246137,154.32,0.422,84.44,586117970.8
KOTA JAKARTA TIMUR,2018,2916018,182.7,0.399,82.06,453144264.8
KOTA JAKARTA PUSAT,2018,924686,52.38,0.339,81.01,638825987.8
KOTA JAKARTA BARAT,2018,2559362,124.44,0.353,80.88,431470351.6
KOTA JAKARTA UTARA,2018,1797292,139.99,0.413,79.87,488514493.1
JAWA BARAT,2018,48475500,35377.76,0.407,71.3,
BOGOR,2018,5840907,2710.62,0.416,69.69,219239943.2
SUKABUMI,2018,2460693,4145.7,0.329,66.05,61614784.05
CIANJUR,2018,2260620,3840.16,0.37,64.62,42971245.4
BANDUNG,2018,3717291,1767.96,0.418,71.75,112982080.9
GARUT,2018,2606399,3074.07,0.371,65.42,53036446.7
TASIKMALAYA,2018,1751295,2551.19,0.353,65.0,34023587.07
CIAMIS,2018,1188629,1414.71,0.309,69.63,29090461.84
KUNINGAN,2018,1074497,1110.56,0.397,68.55,22764226.08
CIREBON,2018,2176213,984.52,0.364,68.05,45499277.03
MAJALENGKA,2018,1199300,1204.24,0.365,66.72,28098356.43
SUMEDANG,2018,1149906,1518.33,0.42,70.99,32533267.44
INDRAMAYU,2018,1719187,2040.11,0.316,66.36,74920424.4
SUBANG,2018,1579018,1893.95,0.334,68.31,37520083.22
PURWAKARTA,2018,953414,825.74,0.397,69.98,63116672.12
KARAWANG,2018,2336009,1652.2,0.331,69.89,215547356.2
BEKASI,2018,3630907,1224.88,0.356,73.49,305559640.0
BANDUNG BARAT,2018,1683711,1305.77,0.394,67.46,43807707.4
PANGANDARAN,2018,397187,1010.0,0.303,67.44,10352224.38
KOTA BOGOR,2018,1096828,118.5,0.389,75.66,42261020.74
KOTA SUKABUMI,2018,326282,48.25,0.41,73.55,11472892.73
KOTA BANDUNG,2018,2503708,167.67,0.423,81.06,264393083.6
KOTA CIREBON,2018,316277,37.36,0.432,74.35,21639256.31
KOTA BEKASI,2018,2931897,206.61,0.336,81.04,90980622.26
KOTA DEPOK,2018,2330333,200.29,0.365,80.29,64363243.6
KOTA CIMAHI,2018,607811,39.27,0.364,77.56,29240033.01
KOTA TASIKMALAYA,2018,662723,171.61,0.39,72.03,19977556.15
KOTA BANJAR,2018,182819,113.49,0.322,71.25,4106618.59
JAWA TENGAH,2018,34490835,32817.69,0.378,71.12,
CILACAP,2018,1719504,2124.47,0.378,69.56,109699658.8
BANYUMAS,2018,1679124,1335.3,0.378,71.3,49896126.75
PURBALINGGA,2018,925193,677.55,0.378,68.41,23190328.56
BANJARNEGARA,2018,918219,1023.73,0.378,66.54,20069802.33
KEBUMEN,2018,1195092,1211.74,0.378,68.8,26037016.66
PURWOREJO,2018,716477,1091.49,0.378,71.87,17407507.43
WONOSOBO,2018,787384,981.41,0.378,67.81,17493244.85
MAGELANG,2018,1279625,1102.93,0.378,69.11,30339465.47
BOYOLALI,2018,979799,1008.45,0.378,73.22,30258836.39
KLATEN,2018,1171411,658.22,0.378,74.79,36993970.46
SUKOHARJO,2018,885205,489.12,0.378,76.07,34211246.04
WONOGIRI,2018,957106,1793.67,0.378,69.37,27136616.42
KARANGANYAR,2018,879078,775.44,0.378,75.54,34324380.71
SRAGEN,2018,887889,941.54,0.378,72.96,35100061.65
GROBOGAN,2018,1371610,2013.86,0.378,69.32,25407053.22
BLORA,2018,862110,1821.59,0.378,67.95,24631543.5
REMBANG,2018,633584,887.13,0.378,69.46,17690102.92
PATI,2018,1253299,1489.19,0.378,70.71,39901328.44
KUDUS,2018,861430,425.15,0.378,74.58,104056376.2
JEPARA,2018,1240600,1059.25,0.378,71.38,27996907.49
DEMAK,2018,1151796,900.12,0.378,71.26,24429141.74
SEMARANG,2018,1040629,950.21,0.378,73.61,46188055.96
TEMANGGUNG,2018,765594,837.71,0.378,68.83,20229292.56
KENDAL,2018,964106,1118.13,0.378,71.28,39548993.26
BATANG,2018,762377,788.65,0.378,67.86,20180576.47
PEKALONGAN,2018,891892,837.0,0.378,68.97,21314311.91
PEMALANG,2018,1299724,1118.03,0.378,65.67,23670900.26
TEGAL,2018,1437225,876.1,0.378,67.33,32770354.5
BREBES,2018,1802829,1902.37,0.378,65.68,42973395.36
