Regency/City,Year,Land Area (km2),Population,GDP,Gini,HDI
BANGKA TENGAH,2019,2259.98,196196,8566895.53,0.269,70.33
BANGKA SELATAN,2019,3598.24,209973,8664389.95,0.269,66.54
BELITUNG TIMUR,2019,2588.4,129572,7713766.85,0.269,70.84
KOTA PANGKAL PINANG,2019,104.54,212727,13648934.02,0.269,77.97
KARIMUN,2019,930.45,232800,13544171.26,0.303,71.1
BINTAN,2019,1317.15,159400,21303013.23,0.3,73.98
NATUNA,2019,1999.16,77770,21795500.69,0.299,72.63
LINGGA,2019,2210.82,89780,4274268.9,0.282,64.98
KEPULAUAN ANAMBAS,2019,627.03,42310,17439770.75,0.281,68.48
KOTA BATAM,2019,1034.73,1376010,164490116.0,0.331,81.09
KOTA TANJUNG PINANG,2019,150.37,211580,20167982.49,0.314,78.73
KEP SERIBU,2019,10.18,24295,7926263.5,0.28,71.4
KOTA JAKARTA SELATAN,2019,154.32,2264699,642464231.9,0.443,84.75
KOTA JAKARTA TIMUR,2019,182.7,2937859,488499494.7,0.376,82.69
KOTA JAKARTA PUSAT,2019,52.38,928109,699838120.0,0.358,81.24
KOTA JAKARTA BARAT,2019,124.44,2589933,470458815.6,0.387,81.21
KOTA JAKARTA UTARA,2019,139.99,1812915,522378823.6,0.355,80.17
BOGOR,2019,2710.62,5965410,237227082.1,0.404,70.65
SUKABUMI,2019,4145.7,2466272,67423121.28,0.347,66.87
CIANJUR,2019,3840.16,2263072,46957854.9,0.363,65.38
BANDUNG,2019,1767.96,3775279,123985749.0,0.355,72.41
GARUT,2019,3074.07,2622425,57874566.14,0.352,66.22
TASIKMALAYA,2019,2551.19,1754128,37310226.47,0.322,65.64
CIAMIS,2019,1414.71,1195176,31536104.02,0.354,70.39
KUNINGAN,2019,1110.56,1080804,25093153.97,0.435,69.12
CIREBON,2019,984.52,2192903,49135805.7,0.344,68.69
MAJALENGKA,2019,1204.24,1205034,31340233.1,0.347,67.52
SUMEDANG,2019,1518.33,1152400,35439626.58,0.344,71.46
INDRAMAYU,2019,2040.11,1728469,80389855.61,0.284,66.97
SUBANG,2019,1893.95,1595825,40790680.41,0.333,68.69
PURWAKARTA,2019,825.74,962893,67709507.58,0.399,70.67
KARAWANG,2019,1652.2,2353915,230201341.0,0.357,70.86
BEKASI,2019,1224.88,3763886,326083640.8,0.354,73.99
BANDUNG BARAT,2019,1305.77,1699896,47180080.5,0.362,68.27
PANGANDARAN,2019,1010.0,399284,11311685.83,0.31,68.21
KOTA BOGOR,2019,118.5,1112081,46197757.13,0.386,76.23
KOTA SUKABUMI,2019,48.25,328680,12387691.54,0.419,74.31
KOTA BANDUNG,2019,167.67,2507888,288460876.0,0.442,81.62
KOTA CIREBON,2019,37.36,319312,23491803.45,0.408,74.92
KOTA BEKASI,2019,206.61,3003923,98107697.77,0.352,81.59
KOTA DEPOK,2019,200.29,2406826,70964044.3,0.344,80.82
KOTA CIMAHI,2019,39.27,614304,32639542.12,0.437,78.11
KOTA TASIKMALAYA,2019,171.61,663517,21750914.27,0.36,72.84
KOTA BANJAR,2019,113.49,183110,4379813.96,0.302,71.75
CILACAP,2019,2124.47,1727098,114117079.8,0.361,69.98
BANYUMAS,2019,1335.3,1693006,53948860.05,0.361,71.96
PURBALINGGA,2019,677.55,933989,24917589.96,0.361,68.99
BANJARNEGARA,2019,1023.73,923192,21599477.27,0.361,67.34
KEBUMEN,2019,1211.74,1197982,27936659.65,0.361,69.6
PURWOREJO,2019,1091.49,718316,18657373.14,0.361,72.5
WONOSOBO,2019,981.41,790504,18807664.1,0.361,68.27
MAGELANG,2019,1102.93,1290591,32497408.5,0.361,69.87
BOYOLALI,2019,1008.45,984807,32665981.16,0.361,73.8
KLATEN,2019,658.22,1174986,39766522.78,0.361,75.29
SUKOHARJO,2019,489.12,891912,36945880.36,0.361,76.84
WONOGIRI,2019,1793.67,959492,29044917.06,0.361,69.98
KARANGANYAR,2019,775.44,886519,37014752.03,0.361,75.89
SRAGEN,2019,941.54,890518,37836230.82,0.361,73.43
GROBOGAN,2019,2013.86,1377788,27278521.82,0.361,69.86
BLORA,2019,1821.59,865013,25965937.47,0.361,68.65
REMBANG,2019,887.13,638188,18944046.78,0.361,70.15
PATI,2019,1489.19,1259590,43039953.68,0.361,71.35
KUDUS,2019,425.15,871311,110580428.5,0.361,74.94
JEPARA,2019,1059.25,1257912,30230196.61,0.361,71.88
DEMAK,2019,900.12,1162805,26184294.58,0.361,71.87
SEMARANG,2019,950.21,1053786,49620375.46,0.361,74.14
TEMANGGUNG,2019,837.71,772018,21648988.07,0.361,69.56
KENDAL,2019,1118.13,971086,42550706.97,0.361,71.97
BATANG,2019,788.65,768583,21585719.48,0.361,68.42
PEKALONGAN,2019,837.0,897711,22857063.6,0.361,69.71
PEMALANG,2019,1118.03,1302813,25483601.77,0.361,66.32
TEGAL,2019,876.1,1440698,35217969.61,0.361,68.24
BREBES,2019,1902.37,1809096,46178657.58,0.361,66.12
KOTA MAGELANG,2019,16.06,122111,8806285.6,0.361,78.8
KOTA SURAKARTA,2019,46.01,519587,47999714.41,0.361,81.86
KOTA SALATIGA,2019,57.36,194084,13310955.95,0.361,83.12
KOTA SEMARANG,2019,373.78,1814110,191352036.3,0.361,83.19
KOTA PEKALONGAN,2019,45.25,307097,10873976.04,0.361,74.77
KOTA TEGAL,2019,39.68,249905,15284713.52,0.361,74.93
KULON PROGO,2019,586.27,430220,11995771.6,0.359,74.44
BANTUL,2019,506.86,1018402,26310972.65,0.422,80.01
GUNUNG KIDUL,2019,1485.36,742731,18844736.16,0.325,69.96
SLEMAN,2019,574.82,1219640,47467978.09,0.417,83.85
KOTA YOGYAKARTA,2019,32.5,431939,36492640.29,0.371,86.65
PACITAN,2019,1389.92,555304,15961908.38,0.4,68.16
PONOROGO,2019,1305.7,871370,20483747.99,0.35,70.56
TRENGGALEK,2019,1147.22,696295,18553191.68,0.37,69.46
TULUNGAGUNG,2019,1055.65,1039284,39215494.09,0.3,72.62
BLITAR,2019,1336.48,1160677,36447136.4,0.33,70.57
KEDIRI,2019,1386.05,1574272,41183683.13,0.3,71.85
MALANG,2019,3530.65,2606204,103744108.3,0.38,70.35
LUMAJANG,2019,1790.9,1042395,32620951.1,0.3,65.33
JEMBER,2019,3092.34,2450668,77225705.69,0.3,66.69
BANYUWANGI,2019,3593.06,1613991,83595729.11,0.31,70.6
BONDOWOSO,2019,1525.97,775715,19854048.49,0.3,66.09
SITUBONDO,2019,1669.87,682978,20210136.3,0.32,67.09
PROBOLINGGO,2019,1696.21,1168503,34013658.49,0.33,65.6
PASURUAN,2019,1474.02,1627396,145875790.9,0.31,68.29
SIDOARJO,2019,634.38,2249476,204201621.6,0.31,80.05
MOJOKERTO,2019,717.83,1117688,82387909.08,0.27,73.53
JOMBANG,2019,1115.09,1263814,40452477.72,0.33,72.85
NGANJUK,2019,1224.25,1054611,26651116.15,0.42,71.71
MADIUN,2019,1037.58,682684,18931550.75,0.33,71.69
MAGETAN,2019,688.84,628977,18850232.7,0.36,73.49
NGAWI,2019,1295.98,830108,20432646.96,0.34,70.41
BOJONEGORO,2019,2198.79,1249692,78046325.64,0.31,68.75
TUBAN,2019,1834.15,1172790,64992760.39,0.3,68.37
LAMONGAN,2019,1782.05,1189106,39725484.59,0.32,72.57
GRESIK,2019,1191.25,1312881,138893603.7,0.28,76.1
BANGKALAN,2019,1001.44,986672,24664205.21,0.31,63.79
SAMPANG,2019,1233.08,978875,19788732.21,0.27,61.94
PAMEKASAN,2019,792.24,879992,17028502.84,0.34,65.94
SUMENEP,2019,1998.54,1088910,33298636.46,0.3,66.22
KOTA KEDIRI,2019,63.4,287409,139244873.6,0.32,78.08
KOTA BLITAR,2019,32.57,141876,6791619.37,0.34,78.56
KOTA MALANG,2019,145.28,870682,72764205.45,0.34,81.32
KOTA PROBOLINGGO,2019,56.67,237208,11349178.22,0.27,73.27
KOTA PASURUAN,2019,35.29,200422,8287819.46,0.31,75.25
KOTA MOJOKERTO,2019,16.47,129014,6801696.59,0.31,77.96
KOTA MADIUN,2019,33.29,177007,14107339.9,0.35,80.88
KOTA SURABAYA,2019,350.54,2896195,580488529.0,0.41,82.22
KOTA BATU,2019,136.74,207490,16924991.2,0.32,75.88
PANDEGLANG,2019,2746.89,1211909,27931123.75,0.31,64.91
LEBAK,2019,3426.56,1302608,28725281.3,0.297,63.88
TANGERANG,2019,1011.86,3800787,140089287.6,0.325,71.93
SERANG,2019,1734.28,1508397,76906395.06,0.305,66.38
KOTA TANGERANG,2019,153.93,2229901,171732446.3,0.328,78.43
KOTA CILEGON,2019,175.5,437205,103931063.6,0.315,73.01
KOTA SERANG,2019,266.71,688603,31602577.25,0.342,72.1
KOTA TANGERANG SELATAN,2019,147.19,1747906,82769481.67,0.331,81.48
JEMBRANA,2019,849.13,278100,14136696.15,0.29,72.35
TABANAN,2019,849.31,445700,23795932.13,0.308,76.16
BADUNG,2019,398.75,670200,62836113.71,0.324,81.59
GIANYAR,2019,364.36,512200,28520276.65,0.287,77.14
KLUNGKUNG,2019,313.96,179100,9099504.1,0.385,71.71
BANGLI,2019,526.76,227300,6993642.45,0.274,69.35
KARANGASEM,2019,839.32,416600,17086880.04,0.313,67.34
BULELENG,2019,1322.75,660600,35362315.65,0.285,72.3
KOTA DENPASAR,2019,125.87,947100,55456044.06,0.347,83.68
LOMBOK BARAT,2019,923.06,694985,15452078.97,0.358,68.03
LOMBOK TENGAH,2019,1095.03,947488,17847298.26,0.364,66.36
LOMBOK TIMUR,2019,1230.76,1200612,20312142.09,0.359,66.23
SUMBAWA,2019,6643.98,457671,14803285.32,0.356,67.6
DOMPU,2019,2391.54,252288,7164672.91,0.357,67.83
BIMA,2019,3405.63,488577,11630913.49,0.363,66.37
SUMBAWA BARAT,2019,1849.02,148606,17431937.24,0.352,71.52
LOMBOK UTARA,2019,776.25,220412,4862645.87,0.355,64.49
KOTA MATARAM,2019,61.3,486715,19477378.82,0.355,79.1
KOTA BIMA,2019,222.25,173031,4267454.87,0.371,75.8
SUMBA BARAT,2019,737.42,129710,2334270.55,0.342,63.56
SUMBA TIMUR,2019,7000.5,258486,6256177.54,0.332,65.34
KUPANG,2019,5434.76,403582,7602122.2,0.347,64.43
TIMOR TENGAH SELATAN,2019,3947.0,467990,7919627.89,0.334,62.23
TIMOR TENGAH UTARA,2019,2669.7,254171,4088904.66,0.295,63.34
BELU,2019,1284.97,220115,4482254.45,0.348,62.54
ALOR,2019,2864.6,205599,3055042.2,0.358,61.03
LEMBATA,2019,1266.0,143074,1856806.64,0.383,64.91
FLORES TIMUR,2019,1813.2,255916,5246068.64,0.305,64.34
SIKKA,2019,1731.9,320401,5121992.55,0.359,64.75
ENDE,2019,2046.5,273929,6105192.79,0.304,67.2
NGADA,2019,1645.88,163217,3473019.37,0.309,67.76
MANGGARAI,2019,2096.44,338424,4677114.28,0.257,64.15
ROTE NDAO,2019,1280.0,172104,3133983.68,0.406,62.22
MANGGARAI BARAT,2019,2397.03,274689,3466379.69,0.351,63.5
SUMBA TENGAH,2019,1868.74,72800,1176634.28,0.331,61.01
SUMBA BARAT DAYA,2019,1480.46,344720,3754697.9,0.321,62.6
NAGEKEO,2019,1416.96,145826,2241365.6,0.339,65.88
MANGGARAI TIMUR,2019,2642.93,287207,3212949.34,0.265,60.47
SABU RAIJUA,2019,460.54,97379,1416734.04,0.299,56.66
MALAKA,2019,1160.63,191892,2780150.45,0.328,60.34
KOTA KUPANG,2019,180.27,434972,24410950.69,0.345,79.55
SAMBAS,2019,6394.7,535725,20529976.46,0.256,67.02
BENGKAYANG,2019,5396.3,255261,8645002.95,0.303,67.57
LANDAK,2019,8831.0,377305,10546904.63,0.288,65.96
MEMPAWAH,2019,2797.88,264225,8298154.64,0.302,65.5
SANGGAU,2019,12857.7,470224,19158574.37,0.285,65.67
KETAPANG,2019,31588.0,512783,27488713.49,0.266,67.16
SINTANG,2019,21638.0,418785,14681419.84,0.277,66.7
KAPUAS HULU,2019,29842.03,263207,10205696.04,0.318,65.65
SEKADAU,2019,6263.07,201578,6432288.91,0.283,64.34
MELAWI,2019,10640.8,208417,5143748.58,0.357,65.54
KAYONG UTARA,2019,4568.26,112715,4133122.22,0.28,62.66
KUBU RAYA,2019,8492.0,579331,29105094.88,0.294,67.76
KOTA PONTIANAK,2019,118.32,646661,38708215.95,0.363,79.35
KOTA SINGKAWANG,2019,504.0,222910,10228390.5,0.291,71.72
KOTAWARINGIN BARAT,2019,10759.0,312011,19332098.04,0.308,72.85
KOTAWARINGIN TIMUR,2019,16796.0,470288,26809508.03,0.299,71.16
KAPUAS,2019,14999.0,359976,16616838.7,0.344,69.38
BARITO SELATAN,2019,883.0,13245,6369126.15,0.297,70.1
BARITO UTARA,2019,83.0,132800,9801119.59,0.309,70.52
SUKAMARA,2019,3827.0,65059,4193483.92,0.33,67.95
LAMANDAU,2019,6414.0,83382,5489935.61,0.28,70.51
SERUYAN,2019,16404.0,213252,8552209.91,0.289,67.57
KATINGAN,2019,175.0,175000,8223734.66,0.274,68.55
PULANG PISAU,2019,8997.0,125958,5297948.62,0.357,68.34
GUNUNG MAS,2019,10805.0,118855,5737900.49,0.302,70.65
BARITO TIMUR,2019,3834.0,126522,7548501.93,0.339,71.34
MURUNG RAYA,2019,237.0,118500,8138125.22,0.309,67.89
KOTA PALANGKA RAYA,2019,2399.5,292739,18330719.52,0.357,80.77
TANAH LAUT,2019,3631.35,343890,13902297.08,0.271,69.04
KOTABARU,2019,9482.73,342217,24113346.66,0.335,68.95
BANJAR,2019,4668.0,588066,16626075.57,0.33,68.94
BARITO KUALA,2019,2996.46,313595,8696327.87,0.285,66.24
TAPIN,2019,2700.82,191372,8438249.39,0.268,70.13
HULU SUNGAI SELATAN,2019,1804.94,237702,6555479.18,0.288,68.8
HULU SUNGAI TENGAH,2019,1472.0,272419,7039389.04,0.288,68.8
HULU SUNGAI UTARA,2019,892.7,237573,4940268.0,0.327,65.49
TABALONG,2019,3766.97,254322,18175413.59,0.306,71.78
TANAH BUMBU,2019,5006.96,360187,20036047.04,0.346,70.5
BALANGAN,2019,1878.3,131428,11027661.3,0.273,68.39
KOTA BANJARMASIN,2019,72.0,708606,33012593.07,0.326,77.16
KOTA BANJAR BARU,2019,371.0,262719,9701100.82,0.357,79.22
PASER,2019,7730.88,199147,48025891.19,0.262,72.29
KUTAI BARAT,2019,20384.6,220154,29135145.3,0.334,71.63
KUTAI KARTANEGARA,2019,27263.1,824709,162105543.9,0.278,73.78
KUTAI TIMUR,2019,35747.5,432902,133873512.6,0.346,73.49
BERAU,2019,36962.37,395128,39104693.57,0.345,74.88
PENAJAM PASER UTARA,2019,3333.06,183452,9124942.07,0.322,71.64
MAHAKAM ULU,2019,15315.0,20828,2718225.58,0.302,67.58
KOTA BALIKPAPAN,2019,533.0,681718,105138568.1,0.302,80.11
KOTA SAMARINDA,2019,718.0,874560,67604540.75,0.341,80.2
KOTA BONTANG,2019,149.8,163189,58006656.54,0.338,80.09
MALINAU,2019,42620.7,85241,10618375.54,0.303,72.06
BULUNGAN,2019,13925.72,139257,18344046.92,0.309,71.66
TANA TIDUNG,2019,4828.58,28971,5663548.71,0.316,67.79
NUNUKAN,2019,13841.9,207629,25430864.44,0.282,66.32
KOTA TARAKAN,2019,250.8,270864,36266948.88,0.271,76.09
BOLAANG MONGONDOW,2019,5397.69,247811,8030465.12,0.3,67.82
MINAHASA,2019,1025.85,341176,17119637.74,0.35,75.47
KEPULAUAN SANGIHE,2019,736.98,131163,4247878.03,0.34,70.53
KEPULAUAN TALAUD,2019,1251.02,92475,2207729.55,0.38,68.97
MINAHASA SELATAN,2019,1456.46,210695,8599650.08,0.4,71.68
MINAHASA UTARA,2019,1059.24,203624,13838672.96,0.39,73.95
BOLAANG MONGONDOW UTARA,2019,1856.86,80313,2487774.7,0.34,66.91
SIAU TAGULANDANG BIARO,2019,275.96,66403,2366737.63,0.3,67.48
MINAHASA TENGGARA,2019,730.63,106899,5112061.18,0.38,70.47
BOLAANG MONGONDOW SELATAN,2019,1932.6,66071,2083907.77,0.34,65.28
BOLAANG MONGONDOW TIMUR,2019,910.18,72408,2878949.6,0.35,66.08
KOTA MANADO,2019,162.53,433635,37386743.27,0.36,79.12
KOTA BITUNG,2019,313.51,219004,16309509.56,0.33,74.2
KOTA TOMOHON,2019,147.21,106917,4290122.19,0.31,76.67
KOTA KOTAMOBAGU,2019,184.33,128387,3694343.99,0.33,73.22
BANGGAI KEPULAUAN,2019,2488.79,118400,3865667.56,0.304,65.13
BANGGAI,2019,9672.7,376810,29527932.6,0.314,70.36
MOROWALI,2019,5472.0,121300,45349583.77,0.277,72.02
POSO,2019,7112.25,256390,9471862.45,0.286,71.4
DONGGALA,2019,5275.69,304110,12040466.7,0.292,65.49
TOLI-TOLI,2019,4079.77,235800,8452601.36,0.326,65.42
BUOL,2019,4043.57,162180,5716683.62,0.309,67.69
PARIGI MOUTONG,2019,6231.85,490920,17844979.6,0.272,65.47
TOJO UNA-UNA,2019,5721.15,153990,5691846.82,0.272,64.52
SIGI,2019,5196.02,239420,8979021.84,0.277,68.16
BANGGAI LAUT,2019,725.67,75000,2390825.91,0.237,65.27
MOROWALI UTARA,2019,10004.28,128320,11091330.58,0.291,68.45
KOTA PALU,2019,395.06,391380,25033058.8,0.304,81.5
KEPULAUAN SELAYAR,2019,1357.03,134286,6444224.78,0.301,66.91
BULUKUMBA,2019,1154.58,418627,14214593.94,0.377,68.28
BANTAENG,2019,395.83,187472,8781044.54,0.338,68.3
JENEPONTO,2019,749.79,363755,10089861.29,0.331,64.0
TAKALAR,2019,566.51,295078,10157346.94,0.482,66.94
GOWA,2019,1883.33,761491,20938996.54,0.354,69.66
SINJAI,2019,819.96,243323,10960624.78,0.354,67.05
MAROS,2019,1619.12,351649,22717974.51,0.382,69.5
PANGKAJENE DAN KEPULAUAN,2019,898.29,334597,25990178.03,0.328,68.29
BARRU,2019,1174.72,173965,7271220.83,0.36,70.6
BONE,2019,4559.0,753694,36034839.17,0.366,65.67
SOPPENG,2019,1500.0,228686,10938272.12,0.392,68.26
WAJO,2019,2506.19,402323,19838813.53,0.347,69.05
SIDENRENG RAPPANG,2019,1102.1,298842,13893724.49,0.284,71.05
PINRANG,2019,1961.77,376784,19630319.95,0.336,71.12
ENREKANG,2019,1786.01,206881,7298244.01,0.359,72.66
LUWU,2019,2909.08,363754,15657672.08,0.352,70.39
TANA TORAJA,2019,2054.3,236255,7479773.62,0.362,68.25
LUWU UTARA,2019,7502.58,313264,13047331.17,0.364,69.46
LUWU TIMUR,2019,6944.88,294288,20994219.79,0.387,72.8
TORAJA UTARA,2019,1151.47,233603,9596352.48,0.38,69.23
KOTA MAKASAR,2019,175.77,1521091,178430057.2,0.39,82.25
KOTA PAREPARE,2019,99.33,144446,7230401.13,0.35,77.62
KOTA PALOPO,2019,247.52,181395,7942481.04,0.338,77.98
BUTON,2019,1648.04,102641,3838522.3,0.392,65.67
MUNA,2019,2057.69,224099,6928623.3,0.435,68.97
KONAWE,2019,6087.68,254695,9514356.57,0.366,71.29
KOLAKA,2019,3283.59,261664,25891406.81,0.335,73.01
KONAWE SELATAN,2019,4237.74,314785,12105045.68,0.348,67.88
BOMBANA,2019,3316.16,184570,6385420.45,0.413,65.65
WAKATOBI,2019,473.62,95892,4355854.77,0.382,68.99
KOLAKA UTARA,2019,3392.0,150831,8674218.43,0.316,68.91
BUTON UTARA,2019,1923.03,64072,3130904.14,0.349,67.68
KONAWE UTARA,2019,5101.76,63814,3926028.91,0.377,69.22
KOLAKA TIMUR,2019,3992.53,133324,4427152.31,0.319,66.49
KONAWE KEPULAUAN,2019,867.58,34219,1384400.77,0.366,65.05
MUNA BARAT,2019,1022.89,81624,2589005.44,0.37,64.45
BUTON TENGAH,2019,958.0,93091,2337242.14,0.371,64.06
BUTON SELATAN,2019,510.0,80784,2905029.02,0.354,64.37
KOTA KENDARI,2019,271.8,392830,22153506.64,0.341,82.86
KOTA BAUBAU,2019,295.07,171802,9037831.28,0.438,75.21
BOALEMO,2019,2567.36,167024,5411181.78,0.41,65.53
KAB GORONTALO,2019,2124.6,378527,12880839.3,0.41,66.69
POHUWATO,2019,4244.31,161373,6621889.02,0.41,65.27
BONE BOLANGO,2019,1984.31,161236,4578245.84,0.41,69.63
GORONTALO UTARA,2019,1777.02,115072,3369049.12,0.41,64.52
KOTA GORONTALO,2019,79.02,219399,8452775.68,0.41,77.08
MAJENE,2019,947.84,173884,4970738.55,0.398,66.59
POLEWALI MANDAR,2019,2022.3,442576,13369858.8,0.362,63.74
MAMASA,2019,3005.88,161971,2977766.41,0.383,65.32
MAMUJU,2019,4979.89,293326,11721694.55,0.362,67.72
MAMUJU UTARA / PASANGKAYU,2019,3043.75,174471,10094151.31,0.323,67.27
MAMUJU TENGAH,2019,3100.87,134028,3146390.86,0.301,65.1
MALUKU TENGGARA BARAT / KEPULAUAN TANIMBAR,2019,4465.79,113012,2684243.81,0.32,62.86
MALUKU TENGGARA,2019,1031.81,99790,3225119.16,0.32,65.85
MALUKU TENGAH,2019,7953.81,373378,8659718.56,0.32,71.25
BURU,2019,4932.32,143688,2404071.76,0.32,68.91
KEPULAUAN ARU,2019,8152.42,96114,3476139.55,0.32,63.64
SERAM BAGIAN BARAT,2019,5033.38,171586,3001670.99,0.32,65.49
SERAM BAGIAN TIMUR,2019,6429.88,114677,2904398.46,0.32,63.74
MALUKU BARAT DAYA,2019,4581.06,73103,1645531.83,0.32,61.55
BURU SELATAN,2019,3780.56,63328,1405878.87,0.32,64.42
KOTA AMBON,2019,298.61,478616,14808718.93,0.32,80.81
KOTA TUAL,2019,254.39,75578,2457317.31,0.32,67.74
HALMAHERA BARAT,2019,1704.2,118289,2242565.04,0.249,65.34
HALMAHERA TENGAH,2019,2653.76,55729,2416986.73,0.292,65.55
KEPULAUAN SULA,2019,3304.32,102897,2484456.92,0.286,63.64
HALMAHERA SELATAN,2019,8148.9,235096,7221424.1,0.261,64.11
HALMAHERA UTARA,2019,3896.9,193832,5592458.62,0.24,67.75
HALMAHERA TIMUR,2019,6571.37,95022,3484594.74,0.279,66.74
PULAU MOROTAI,2019,2476.0,67273,1528461.54,0.281,62.38
PULAU TALIABU,2019,1469.93,53020,1449280.97,0.242,60.62
KOTA TERNATE,2019,111.39,233208,10632249.58,0.268,80.03
KOTA TIDORE KEPULAUAN,2019,1645.73,101410,2880484.17,0.26,70.83
FAKFAK,2019,14320.0,"78,686",5263400.01,0.39,67.87
KAIMANA,2019,16241.84,"60,216",2740004.47,0.402,64.59
TELUK WONDAMA,2019,3959.53,"32,521",1561238.5,0.413,59.82
TELUK BINTUNI,2019,20840.83,"64,406",31332444.58,0.364,64.0
MANOKWARI,2019,3186.28,"177,346",9767074.92,0.383,71.67
SORONG SELATAN,2019,6594.31,"46,922",1908124.62,0.423,61.93
SORONG,2019,6544.23,"88,927",11066402.29,0.389,65.29
RAJA AMPAT,2019,8034.44,"48,493",2960189.55,0.389,63.66
TAMBRAUW,2019,11529.18,"13,879",236188.78,0.285,52.9
MAYBRAT,2019,5461.69,"40,899",734878.72,0.365,59.15
MANOKWARI SELATAN,2019,2812.44,"24,220",844693.73,0.403,59.72
PEGUNUNGAN ARFAK,2019,2773.74,"28,808",207470.35,0.294,56.15
KOTA SORONG,2019,656.64,"254,294",15895710.81,0.32,77.98
MERAUKE,2019,44071.0,225714,16023135.34,0.386,69.98
JAYAWIJAYA,2019,13925.31,214994,8331539.26,0.318,57.79
JAYAPURA,2019,11157.15,128587,16381306.12,0.401,71.84
NABIRE,2019,11112.61,147921,11084220.05,0.36,68.53
KEPULAUAN YAPEN,2019,2050.0,97412,4250565.02,0.381,67.76
BIAK NUMFOR,2019,2602.0,148404,5486107.53,0.372,72.57
PANIAI,2019,6525.25,173392,4181796.55,0.351,56.58
PUNCAK JAYA,2019,5996.94,126113,1404627.28,0.415,48.33
MIMIKA,2019,21633.0,215493,54834540.28,0.293,74.13
BOVEN DIGOEL,2019,27108.0,67717,4818163.77,0.392,61.51
MAPPI,2019,24118.0,99599,2957682.98,0.416,58.3
ASMAT,2019,31983.69,95606,2470834.23,0.398,50.37
YAHUKIMO,2019,17152.0,189092,2422166.84,0.414,49.25
PEGUNUNGAN BINTANG,2019,15683.0,74396,1913609.0,0.373,45.21
TOLIKARA,2019,14564.0,137695,1593214.05,0.34,49.68
SARMI,2019,17742.0,39406,2819691.88,0.436,63.45
KEEROM,2019,8390.0,55799,2855769.65,0.432,66.59
WAROPEN,2019,10977.09,30612,2052786.84,0.369,65.34
SUPIORI,2019,678.32,20018,1009182.25,0.364,62.3
MAMBERAMO RAYA,2019,23813.91,23307,1646546.47,0.411,52.2
NDUGA,2019,12941.0,97517,1216569.56,0.188,30.75
LANNY JAYA,2019,6077.4,177682,1828866.55,0.297,48.0
MAMBERAMO TENGAH,2019,3743.64,48090,1163650.26,0.248,47.23
YALIMO,2019,4330.29,61115,1221433.89,0.32,48.08
PUNCAK,2019,8055.0,111182,1400812.17,0.321,42.7
DOGIYAI,2019,4237.4,96590,1313231.87,0.366,55.41
INTAN JAYA,2019,3922.02,48812,1248658.73,0.312,47.51
DEIYAI,2019,537.39,72486,1389136.93,0.336,50.11
KOTA JAYAPURA,2019,935.92,29775,32325747.5,0.305,80.16
SIMEULUE,2020,1821.75,92865.0,2274361.94,0.296,66.03
ACEH SINGKIL,2020,1852.82,126514.0,2422611.49,0.287,68.94
ACEH SELATAN,2020,4175.38,232414.0,5530754.59,0.313,67.12
ACEH TENGGARA,2020,4179.12,22086.0,5058528.79,0.315,69.37
ACEH TIMUR,2020,5409.41,422401.0,10605784.63,0.282,67.63
ACEH TENGAH,2020,4468.42,215576.0,7387369.9,0.331,73.24
ACEH BARAT,2020,2782.87,198736.0,8109233.27,0.304,71.38
ACEH BESAR,2020,2891.48,405535.0,13329465.29,0.352,73.56
PIDIE,2020,3177.49,435275.0,10758805.68,0.249,70.63
BIREUEN,2020,1796.99,436418.0,13084368.05,0.304,72.28
ACEH UTARA,2020,2705.26,602793.0,19702646.76,0.261,69.33
ACEH BARAT DAYA,2020,1882.28,150775.0,3917419.85,0.273,66.75
GAYO LUES,2020,5541.29,99532.0,2693265.75,0.28,67.22
ACEH TAMIANG,2020,2187.66,294356.0,7512694.16,0.264,69.24
NAGAN RAYA,2020,3524.16,168392.0,7656566.01,0.275,69.18
ACEH JAYA,2020,3872.35,93159.0,2625734.25,0.252,69.75
BENER MERIAH,2020,1907.4,161342.0,4527816.08,0.259,72.98
PIDIE JAYA,2020,939.0,158397.0,3500366.23,0.227,73.2
BANDA ACEH,2020,56.77,252899.0,18501628.13,0.303,85.41
SABANG,2020,122.06,41197.0,1531407.09,0.271,75.78
LANGSA,2020,224.24,185971.0,5274021.46,0.356,77.17
LHOKSEUMAWE,2020,132.97,188713.0,8867266.49,0.307,77.31
SUBULUSSALAM,2020,1183.6,90751.0,1803678.42,0.344,64.93
NIAS,2020,902.4,143983.0,4040917.36,0.251,61.93
MANDAILING NATAL,2020,6547.26,451028.0,13843000.34,0.248,66.79
TAPANULI SELATAN,2020,4201.04,283389.0,14642157.51,0.202,70.12
TAPANULI TENGAH,2020,2307.68,382917.0,10138833.43,0.335,69.23
TAPANULI UTARA,2020,3895.6,303688.0,8274433.62,0.287,73.47
TOBA SAMOSIR / TOBA,2020,2291.62,184493.0,7845421.15,0.29,75.16
LABUHAN BATU,2020,2772.38,501596.0,34653178.75,0.272,72.01
ASAHAN,2020,3737.83,735026.0,38691821.26,0.261,70.29
SIMALUNGUN,2020,4601.48,871678.0,39441345.33,0.295,73.25
DAIRI,2020,2083.6,285481.0,9317911.39,0.271,71.57
KARO,2020,2206.88,421997.0,20974574.01,0.271,74.43
